,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
1611,Maruti Vitara Brezza ZDi,9.80 Lakh,"48,000 kms",Diesel,Manual,1st Owner,2018,1582 cc,5 Seats
1612,Mahindra Marazzo M2 BSIV,10.25 Lakh,"77,000 kms",Diesel,Manual,1st Owner,2019,1493 cc,7 Seats
1613,Hyundai Creta 1.6 CRDi SX Plus,10.25 Lakh,"52,000 kms",Diesel,Manual,1st Owner,2018,1498 cc,7 Seats
1614,Mahindra TUV 300 T10,9.70 Lakh,"27,000 kms",Diesel,Manual,1st Owner,2018,1497 cc,5 Seats
1615,Honda BR-V i-DTEC V MT,9.65 Lakh,"47,000 kms",Diesel,Manual,1st Owner,2018,1498 cc,5 Seats
1616,Tata Nexon 1.5 Revotorq XZ Plus,9.55 Lakh,"42,000 kms",Diesel,Manual,2nd Owner,2019,1591 cc,5 Seats
1617,Honda WR-V i-DTEC VX,9.30 Lakh,"42,000 kms",Diesel,Manual,1st Owner,2018,1598 cc,5 Seats
1618,Hyundai Creta 1.6 VTVT SX Plus,8.95 Lakh,"48,000 kms",Petrol,Manual,1st Owner,2016,1198 cc,5 Seats
1619,Maruti SX4 S Cross DDiS 320 Zeta,8.55 Lakh,"59,000 kms",Diesel,Manual,1st Owner,2017,1493 cc,7 Seats
1620,Tata Nexon 1.2 Revotron XM,8.35 Lakh,"27,000 kms",Petrol,Manual,1st Owner,2019,999 cc,7 Seats
1621,Mahindra TUV 300 T8,8 Lakh,"44,000 kms",Diesel,Manual,1st Owner,2016,1248 cc,7 Seats
1622,Renault Triber RXZ EASY-R AMT,8 Lakh,"5,000 kms",Petrol,Automatic,1st Owner,2021,1498 cc,5 Seats
1623,Maruti Ertiga ZDI,7.40 Lakh,"78,000 kms",Diesel,Manual,1st Owner,2013,1497 cc,7 Seats
1624,Ford Ecosport 1.5 TDCi Titanium Plus BE BSIV,7 Lakh,"57,000 kms",Diesel,Manual,1st Owner,2016,999 cc,5 Seats
1625,Honda Mobilio V Option i-VTEC,6.05 Lakh,"48,000 kms",Petrol,Manual,2nd Owner,2014,1498 cc,5 Seats
1626,Ford Ecosport 1.0 Ecoboost Titanium Optional,5.90 Lakh,"56,000 kms",Petrol,Manual,1st Owner,2014,1461 cc,5 Seats
1627,Volkswagen Vento 1.5 TDI Highline,5.50 Lakh,"15,000 kms",Diesel,Manual,1st Owner,2013,1497 cc,5 Seats
1628,Renault Duster 110PS Diesel RXZ Optional with Nav,5.65 Lakh,"77,000 kms",Diesel,Manual,2nd Owner,2012,2179 cc,5 Seats
1629,Honda City i-VTEC V,8.50 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2018,1198 cc,5 Seats
1630,Land Rover Range Rover Evoque 2.2L Pure,20 Lakh,"65,000 kms",Diesel,Automatic,2nd Owner,2013,1199 cc,5 Seats
1631,Honda Jazz X,3.90 Lakh,"61,985 kms",Petrol,Manual,1st Owner,2012,1197 cc,5 Seats
1632,Honda Amaze V Petrol BSIV,8.20 Lakh,"19,000 kms",Petrol,Manual,1st Owner,2019,1199 cc,5 Seats
1633,Maruti Swift Dzire VXI 1.2,7.50 Lakh,"30,000 kms",Petrol,Manual,1st Owner,2019,1197 cc,5 Seats
1634,Honda Jazz 1.2 S i VTEC,7 Lakh,"41,000 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats
1635,Hyundai Grand i10 Nios Sportz,6.75 Lakh,"6,834 kms",Petrol,Manual,1st Owner,2020,1591 cc,5 Seats
1636,Maruti Swift Dzire VXI,3.70 Lakh,"1,12,160 kms",Petrol,Manual,1st Owner,2013,1462 cc,5 Seats
1637,Hyundai Creta 1.6 SX Automatic,11 Lakh,"16,118 kms",Petrol,Automatic,1st Owner,2018,1461 cc,5 Seats
1638,Maruti Ciaz Alpha,9.90 Lakh,"47,000 kms",Petrol,Manual,1st Owner,2020,1598 cc,5 Seats
1639,Renault Duster 110PS Diesel RxZ,4.20 Lakh,"80,000 kms",Diesel,Manual,2nd Owner,2012,1462 cc,5 Seats
1640,Skoda Rapid 1.6 MPI Active BSIV,8.93 Lakh,"24,000 kms",Petrol,Manual,1st Owner,2020,998 cc,5 Seats
1641,Maruti Ciaz Alpha Automatic BSIV,8.65 Lakh,"46,000 kms",Petrol,Automatic,1st Owner,2018,1197 cc,5 Seats
1642,Maruti Baleno RS 1.0 Petrol,7.85 Lakh,"30,000 kms",Petrol,Manual,1st Owner,2017,1197 cc,5 Seats
1643,Hyundai i20 Active 1.2 SX,7.65 Lakh,"30,000 kms",Petrol,Manual,1st Owner,2017,1396 cc,5 Seats
1644,Maruti Swift Dzire ZXI 1.2,7.55 Lakh,"31,000 kms",Petrol,Manual,1st Owner,2017,1248 cc,5 Seats
1645,Hyundai Elite i20 2018 Diesel Asta Option,7.50 Lakh,"46,000 kms",Diesel,Manual,1st Owner,2018,1199 cc,5 Seats
1646,Maruti Baleno 1.3 Zeta,7.43 Lakh,"44,000 kms",Diesel,Manual,1st Owner,2016,1498 cc,5 Seats
1647,Honda Jazz V,7.30 Lakh,"40,000 kms",Petrol,Manual,1st Owner,2019,1197 cc,5 Seats
1648,Honda City i DTec S,7.05 Lakh,"39,000 kms",Diesel,Manual,1st Owner,2016,1197 cc,5 Seats
1649,Hyundai i20 Asta 1.2,4.50 Lakh,"63,759 kms",Petrol,Manual,1st Owner,2013,1199 cc,5 Seats
1650,Hyundai i20 Active S Petrol,6.99 Lakh,"29,000 kms",Petrol,Manual,2nd Owner,2018,1197 cc,5 Seats
1651,Honda Jazz 1.2 SV i VTEC,6.95 Lakh,"42,000 kms",Petrol,Manual,1st Owner,2017,1197 cc,5 Seats
1652,Hyundai i20 Sportz 1.2,6.75 Lakh,"37,000 kms",Petrol,Manual,1st Owner,2017,1497 cc,5 Seats
1653,Maruti Swift VXI,6.75 Lakh,"40,000 kms",Petrol,Manual,1st Owner,2019,1199 cc,5 Seats
1654,Honda City i VTEC SV,6.45 Lakh,"33,000 kms",Petrol,Manual,1st Owner,2014,998 cc,5 Seats
1655,Honda Jazz 1.2 S i VTEC,6.40 Lakh,"26,000 kms",Petrol,Manual,1st Owner,2018,1373 cc,5 Seats
1656,Hyundai Venue SX Plus Turbo DCT DT,11.95 Lakh,"24,000 kms",Petrol,Automatic,1st Owner,2021,1497 cc,7 Seats
1657,Maruti Ciaz VXi,4.50 Lakh,"1,56,596 kms",Petrol,Manual,1st Owner,2015,1798 cc,5 Seats
1658,Honda BR-V i-VTEC VX MT,5.80 Lakh,"98,778 kms",Petrol,Manual,1st Owner,2017,1197 cc,5 Seats
1659,Skoda Superb Elegance 1.8 TSI AT,8 Lakh,"1,45,000 kms",Petrol,Automatic,2nd Owner,2010,1968 cc,5 Seats
1660,Hyundai i20 1.2 Asta Option,7.90 Lakh,"26,000 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats
1661,Skoda Octavia 2.0 TDI AT Style Plus,17.50 Lakh,"60,000 kms",Diesel,Automatic,2nd Owner,2017,1199 cc,5 Seats
1662,Maruti Baleno 1.2 Zeta,5.60 Lakh,"5,60,000 kms",Petrol,Manual,1st Owner,2017,1199 cc,5 Seats
1663,Honda Jazz 1.2 VX i VTEC,6.35 Lakh,"45,000 kms",Petrol,Manual,1st Owner,2017,1598 cc,5 Seats
1664,Tata Tiago XZA,6.25 Lakh,"27,000 kms",Petrol,Automatic,1st Owner,2019,1798 cc,5 Seats
1665,Skoda Rapid 1.6 MPI AT Ambition BSIV,8.60 Lakh,"43,000 kms",Petrol,Automatic,1st Owner,2018,1968 cc,5 Seats
1666,Toyota Corolla Altis GL MT,9.90 Lakh,"37,000 kms",Petrol,Manual,1st Owner,2015,1197 cc,5 Seats
1667,Audi Q3 2.0 TDI Quattro Premium Plus,19.90 Lakh,"46,000 kms",Diesel,Automatic,1st Owner,2014,1199 cc,5 Seats
1668,Hyundai i10 Sportz AT,2.80 Lakh,"51,366 kms",Petrol,Automatic,1st Owner,2011,1497 cc,5 Seats
1669,Honda Jazz 1.2 V AT i VTEC,6.30 Lakh,"77,331 kms",Petrol,Automatic,1st Owner,2017,1984 cc,5 Seats
1670,Honda City i VTEC V,6.30 Lakh,"77,783 kms",Petrol,Manual,1st Owner,2016,1493 cc,7 Seats
1671,Skoda Superb LK 2.0 TDI AT,22.50 Lakh,"44,000 kms",Diesel,Automatic,1st Owner,2016,1198 cc,5 Seats
1672,Mahindra TUV 300 T10 AMT,6.25 Lakh,"56,276 kms",Diesel,Automatic,2nd Owner,2018,1248 cc,5 Seats
1673,Honda Brio V MT,2.90 Lakh,"44,408 kms",Petrol,Manual,2nd Owner,2012,999 cc,5 Seats
1674,Tata Manza Aqua Quadrajet,1.50 Lakh,"80,000 kms",Diesel,Manual,1st Owner,2010,1368 cc,5 Seats
1675,Volkswagen Ameo 1.0 MPI Highline Plus,6.10 Lakh,"20,000 kms",Petrol,Manual,1st Owner,2019,2198 cc,7 Seats
1676,Jeep Compass 1.4 Limited Opt DCT,23.90 Lakh,"19,000 kms",Petrol,Automatic,1st Owner,2021,1462 cc,5 Seats
1677,Ford Endeavour 2.2 Titanium AT 4X2,27 Lakh,"73,500 kms",Diesel,Automatic,1st Owner,2019,1248 cc,5 Seats
1678,Maruti Ciaz Delta Automatic BSIV,8.10 Lakh,"28,783 kms",Petrol,Automatic,1st Owner,2019,1422 cc,5 Seats
1679,Maruti Vitara Brezza ZDi,9.75 Lakh,"43,000 kms",Diesel,Manual,1st Owner,2018,1197 cc,5 Seats
1680,Skoda Fabia 1.4 TDI Classic,1.50 Lakh,"1,17,500 kms",Diesel,Manual,2nd Owner,2010,1198 cc,5 Seats
1681,Maruti Swift Dzire VXi AT,4.50 Lakh,"46,352 kms",Petrol,Automatic,1st Owner,2012,1197 cc,5 Seats
1682,Volkswagen Ameo 1.2 MPI Comfortline Plus,4.40 Lakh,"84,123 kms",Petrol,Manual,1st Owner,2017,796 cc,5 Seats
1683,Hyundai i20 Asta Option BSIV,7.80 Lakh,"22,773 kms",Petrol,Manual,1st Owner,2019,1199 cc,5 Seats
1684,Maruti Alto 800 LXI,3 Lakh,"20,000 kms",Petrol,Manual,2nd Owner,2017,2143 cc,5 Seats
1685,Chevrolet Beat LT,1.75 Lakh,"77,075 kms",Petrol,Manual,3rd Owner,2011,999 cc,5 Seats
1686,Mercedes-Benz GLC Progressive 220d,43 Lakh,"38,000 kms",Diesel,Automatic,1st Owner,2018,2143 cc,5 Seats
1687,Renault KWID 1.0 RXT,2.10 Lakh,"70,000 kms",Petrol,Manual,1st Owner,2016,1242 cc,5 Seats
1688,Mercedes-Benz GLA Class 200 d Sport,20.50 Lakh,"40,000 kms",Diesel,Automatic,1st Owner,2016,1197 cc,5 Seats
1689,Fiat Palio 1.2 ELX,"60,000 ","20,000 kms",Petrol,Manual,1st Owner,2002,796 cc,5 Seats
1690,Hyundai Grand i10 Magna,3.85 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2016,998 cc,5 Seats
1691,Maruti Alto LXi,1.85 Lakh,"19,521 kms",Petrol,Manual,1st Owner,2008,2393 cc,7 Seats
1692,Maruti Alto K10 VXI AMT,3.80 Lakh,"19,800 kms",Petrol,Automatic,2nd Owner,2017,1364 cc,5 Seats
1693,Toyota Innova Crysta 2.4 G MT,19.75 Lakh,"50,000 kms",Diesel,Manual,1st Owner,2019,1497 cc,5 Seats
1694,Toyota Etios VXD,5.85 Lakh,"50,000 kms",Diesel,Manual,1st Owner,2012,1493 cc,7 Seats
1695,Honda City i-VTEC VX,10.50 Lakh,"37,000 kms",Petrol,Manual,1st Owner,2019,1498 cc,5 Seats
1696,Mahindra TUV 300 T10,8 Lakh,"40,000 kms",Diesel,Manual,1st Owner,2019,1497 cc,5 Seats
1697,Honda WR-V i-DTEC S,8.25 Lakh,"10,700 kms",Diesel,Manual,1st Owner,2017,1197 cc,5 Seats
1698,Honda City i VTEC V,6.10 Lakh,"31,800 kms",Petrol,Manual,1st Owner,2014,1199 cc,5 Seats
1699,Maruti Baleno 1.2 Zeta,5.79 Lakh,"32,400 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats
1700,Honda Amaze VX Petrol,7.85 Lakh,"4,700 kms",Petrol,Manual,1st Owner,2020,1248 cc,5 Seats
1701,Hyundai Grand i10 1.2 Kappa Sportz BSIV,5.25 Lakh,"33,500 kms",Petrol,Manual,1st Owner,2018,1582 cc,5 Seats
1702,Maruti Swift Dzire VDI,6.99 Lakh,"54,800 kms",Diesel,Manual,1st Owner,2018,998 cc,5 Seats
1703,Hyundai Verna CRDi 1.6 EX,7.99 Lakh,"44,000 kms",Diesel,Manual,1st Owner,2017,1199 cc,5 Seats
1704,Maruti Wagon R VXI BS IV,4.15 Lakh,"19,000 kms",Petrol,Manual,1st Owner,2014,1197 cc,5 Seats
1705,Honda Jazz VX CVT,7.89 Lakh,"22,000 kms",Petrol,Automatic,1st Owner,2019,1199 cc,5 Seats
1706,Hyundai i20 Sportz,7.85 Lakh,"12,900 kms",Petrol,Manual,1st Owner,2020,998 cc,5 Seats
1707,Honda Amaze V CVT Petrol BSIV,7.80 Lakh,"22,700 kms",Petrol,Automatic,1st Owner,2019,1086 cc,5 Seats
1708,Maruti Zen Estilo VXI BSIV,1.89 Lakh,"69,000 kms",Petrol,Manual,2nd Owner,2010,1197 cc,5 Seats
1709,Hyundai Santro Xing GL Plus,2.69 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2012,1497 cc,5 Seats
1710,Hyundai i20 Sportz,9 Lakh,"9,500 kms",Petrol,Manual,1st Owner,2020,1497 cc,5 Seats
1711,Honda City i-VTEC SV,9.80 Lakh,"15,000 kms",Petrol,Manual,1st Owner,2021,2393 cc,7 Seats
1712,Kia Seltos HTK Plus G,12.60 Lakh,"19,000 kms",Petrol,Manual,1st Owner,2020,1196 cc,5 Seats
1713,Toyota Innova Crysta 2.4 ZX 7 STR AT,30.50 Lakh,"3,500 kms",Diesel,Automatic,1st Owner,2022,998 cc,5 Seats
1714,Ford Figo Petrol ZXI,1.90 Lakh,"81,721 kms",Petrol,Manual,1st Owner,2010,1196 cc,5 Seats
1715,Maruti Zen Estilo LXI BS IV,2.10 Lakh,"1,09,656 kms",Petrol,Manual,1st Owner,2012,998 cc,5 Seats
1716,Ford Figo Petrol ZXI,1.95 Lakh,"87,955 kms",Petrol,Manual,1st Owner,2012,1197 cc,5 Seats
1717,Maruti Alto K10 VXI AMT,3.30 Lakh,"50,000 kms",Petrol,Automatic,1st Owner,2015,2993 cc,5 Seats
1718,Maruti Swift Dzire AMT ZXI Plus,8 Lakh,"12,990 kms",Petrol,Automatic,1st Owner,2019,2987 cc,7 Seats
1719,BMW 5 Series 530d M Sport,29.99 Lakh,"75,099 kms",Diesel,Automatic,1st Owner,2014,1498 cc,5 Seats
1720,Mercedes-Benz GL-Class 350 CDI Luxury,14.50 Lakh,"1,20,000 kms",Diesel,Automatic,1st Owner,2010,1197 cc,5 Seats
1721,Skoda Rapid 1.5 TDI AT Elegance Black Package,5.95 Lakh,"70,000 kms",Diesel,Automatic,2nd Owner,2015,1330 cc,5 Seats
1722,Hyundai i20 Asta,2.50 Lakh,"90,000 kms",Petrol,Manual,2nd Owner,2009,1591 cc,5 Seats
1723,Renault Duster RXS Turbo CVT,12.50 Lakh,"10,000 kms",Petrol,Automatic,2nd Owner,2021,1598 cc,5 Seats
1724,Hyundai Creta 1.6 SX Automatic,12.75 Lakh,"44,000 kms",Petrol,Automatic,1st Owner,2018,1198 cc,5 Seats
1725,Skoda Rapid Ultima 1.6 MPI AT Elegance,6.89 Lakh,"29,500 kms",Petrol,Automatic,1st Owner,2013,1493 cc,7 Seats
1726,Honda Brio V MT,3.15 Lakh,"81,200 kms",Petrol,Manual,1st Owner,2013,1498 cc,5 Seats
1727,Mahindra TUV 300 mHAWK100 T8 AMT,7 Lakh,"50,000 kms",Diesel,Automatic,1st Owner,2016,1199 cc,5 Seats
1728,Volkswagen Vento 1.5 TDI Highline AT,6.10 Lakh,"1,41,383 kms",Diesel,Automatic,1st Owner,2016,1582 cc,5 Seats
1729,Honda Amaze VX CVT Petrol BSIV,8 Lakh,"34,392 kms",Petrol,Automatic,1st Owner,2019,1197 cc,5 Seats
1730,Hyundai Verna SX CRDi AT,6 Lakh,"90,000 kms",Diesel,Automatic,1st Owner,2013,1998 cc,5 Seats
1731,Hyundai Grand i10 Magna,3.90 Lakh,"47,681 kms",Petrol,Manual,1st Owner,2014,1086 cc,5 Seats
1732,Mini Cooper Countryman Cooper S,40.99 Lakh,"25,900 kms",Petrol,Automatic,1st Owner,2019,993 cc,5 Seats
1733,Hyundai Santro Xing GL,1.55 Lakh,"1,20,000 kms",Petrol,Manual,3rd Owner,2009,1197 cc,5 Seats
1734,Maruti Zen LXI,"99,000 ","68,952 kms",Petrol,Manual,2nd Owner,2003,1497 cc,5 Seats
1735,Hyundai i10 Asta,3.35 Lakh,"41,525 kms",Petrol,Manual,2nd Owner,2011,1353 cc,5 Seats
1736,Tata Altroz XZ Diesel,8.90 Lakh,"15,000 kms",Diesel,Manual,1st Owner,2021,1956 cc,5 Seats
1737,Kia Seltos GTX DCT,18.25 Lakh,"11,000 kms",Petrol,Automatic,1st Owner,2021,1498 cc,5 Seats
1738,Jeep Compass 2.0 Limited,19.50 Lakh,"29,990 kms",Diesel,Manual,1st Owner,2019,1493 cc,5 Seats
1739,Honda City ZX CVT,14.50 Lakh,"25,000 kms",Petrol,Automatic,1st Owner,2020,1498 cc,5 Seats
1740,Hyundai Verna SX AT Diesel,15 Lakh,"20,000 kms",Diesel,Automatic,1st Owner,2022,1498 cc,5 Seats
1741,Ford Figo 1.5D Base MT,4 Lakh,"90,000 kms",Diesel,Manual,2nd Owner,2016,1497 cc,5 Seats
1742,Honda WR-V i-DTEC VX,8.75 Lakh,"80,000 kms",Diesel,Manual,1st Owner,2018,2179 cc,8 Seats
1743,Honda City i VTEC CVT VX,8.50 Lakh,"50,000 kms",Petrol,Automatic,2nd Owner,2016,1798 cc,5 Seats
1744,Mahindra Scorpio SLE BSIV,4.80 Lakh,"90,000 kms",Diesel,Manual,2nd Owner,2010,1197 cc,5 Seats
1745,Toyota Corolla Altis G AT,9.26 Lakh,"70,000 kms",Petrol,Automatic,2nd Owner,2015,999 cc,5 Seats
1746,Maruti Ignis Delta AMT,6 Lakh,"20,000 kms",Petrol,Automatic,1st Owner,2020,796 cc,5 Seats
1747,Skoda Rapid 1.0 TSI Style AT,9.90 Lakh,"25,000 kms",Petrol,Automatic,1st Owner,2018,1968 cc,5 Seats
1748,Maruti Alto LXi,"45,000 ","60,000 kms",Petrol,Manual,2nd Owner,2006,1497 cc,5 Seats
1749,Audi Q3 35 TDI Quattro Premium,22.05 Lakh,"56,000 kms",Diesel,Automatic,1st Owner,2015,1496 cc,5 Seats
1750,Honda City i VTEC CVT VX,8.50 Lakh,"53,000 kms",Petrol,Automatic,1st Owner,2016,1968 cc,5 Seats
1751,Ford Ecosport Sports Petrol,9.70 Lakh,"10,000 kms",Petrol,Manual,1st Owner,2020,2393 cc,7 Seats
1752,Audi A4 2.0 TDI Multitronic,10.50 Lakh,"1,10,000 kms",Diesel,Automatic,1st Owner,2012,1598 cc,5 Seats
1753,Toyota Innova Crysta 2.4 ZX MT BSIV,22 Lakh,"99,990 kms",Diesel,Manual,1st Owner,2018,1995 cc,5 Seats
1754,Skoda Rapid 1.6 MPI Elegance Plus Black Package,4.20 Lakh,"68,000 kms",Petrol,Manual,2nd Owner,2014,1197 cc,5 Seats
1755,BMW 5 Series 520d Modern Line,21 Lakh,"68,500 kms",Diesel,Automatic,4th Owner,2014,999 cc,5 Seats
1756,Maruti Swift ZXi BSIV,5.75 Lakh,"50,599 kms",Petrol,Manual,2nd Owner,2015,1497 cc,5 Seats
1757,Volkswagen Polo 1.0 MPI Comfortline,4.85 Lakh,"54,431 kms",Petrol,Manual,2nd Owner,2015,1498 cc,5 Seats
1758,Honda City i-VTEC CVT VX,9.50 Lakh,"65,855 kms",Petrol,Automatic,1st Owner,2019,0 cc,5 Seats
1759,Ford Ecosport 1.5 DV5 MT Titanium,4.85 Lakh,"1,13,706 kms",Diesel,Manual,2nd Owner,2014,2523 cc,8 Seats
1760,Tata Nexon EV Prime XZ Plus LUX,14.50 Lakh,"40,000 kms",Electric,Automatic,1st Owner,2020,1497 cc,8 Seats
1761,Mahindra Scorpio EX,5.50 Lakh,"1,00,000 kms",Diesel,Manual,2nd Owner,2012,1599 cc,5 Seats
1762,Mahindra Marazzo M6 Plus 8Str,14.85 Lakh,"36,700 kms",Diesel,Manual,1st Owner,2021,2393 cc,7 Seats
1763,Hyundai Verna 1.6 i ABS,2.50 Lakh,"40,000 kms",Petrol,Manual,2nd Owner,2009,2755 cc,7 Seats
1764,Toyota Innova Crysta 2.4 VX MT,24.50 Lakh,"50,000 kms",Diesel,Manual,1st Owner,2020,1197 cc,5 Seats
1765,Toyota Innova Crysta 2.8 ZX AT BSIV,26.50 Lakh,"50,000 kms",Diesel,Automatic,1st Owner,2019,2987 cc,7 Seats
1766,Hyundai Grand i10 Nios Sportz,6 Lakh,"40,000 kms",Petrol,Manual,1st Owner,2019,1199 cc,5 Seats
1767,Mercedes-Benz GLS 350d 4MATIC,65 Lakh,"1,35,000 kms",Diesel,Automatic,1st Owner,2018,1968 cc,5 Seats
1768,Honda Jazz 1.2 SV i VTEC,6.10 Lakh,"40,000 kms",Petrol,Manual,1st Owner,2016,1591 cc,5 Seats
1769,Audi A6 35 TDI,33 Lakh,"15,000 kms",Diesel,Automatic,1st Owner,2016,2987 cc,5 Seats
1770,Hyundai Creta 1.6 SX Automatic,10.35 Lakh,"39,000 kms",Petrol,Automatic,1st Owner,2016,1364 cc,5 Seats
1771,Mercedes-Benz GLE 350d,47.50 Lakh,"60,000 kms",Diesel,Automatic,2nd Owner,2016,2755 cc,7 Seats
1772,Toyota Etios GD,3.20 Lakh,"1,20,000 kms",Diesel,Manual,4th Owner,2013,2143 cc,5 Seats
1773,Toyota Innova Crysta 2.8 ZX AT BSIV,25.75 Lakh,"60,000 kms",Diesel,Automatic,1st Owner,2019,1995 cc,5 Seats
1774,Mercedes-Benz GLE 250d,49.50 Lakh,"45,000 kms",Diesel,Automatic,1st Owner,2017,2179 cc,7 Seats
1775,BMW X1 sDrive 20d xLine,36.75 Lakh,"23,000 kms",Diesel,Automatic,1st Owner,2019,1198 cc,6 Seats
1776,Mahindra XUV500 W11 AT BSIV,17 Lakh,"46,952 kms",Diesel,Automatic,1st Owner,2019,1598 cc,5 Seats
1777,Mahindra KUV 100 NXT D75 K8 Dual Tone,4.50 Lakh,"35,000 kms",Diesel,Manual,2nd Owner,2017,1582 cc,5 Seats
1778,Skoda Rapid 1.6 MPI Elegance,4.30 Lakh,"70,000 kms",Petrol,Manual,2nd Owner,2014,998 cc,5 Seats
1779,Hyundai Verna CRDi 1.6 SX,8.80 Lakh,"90,000 kms",Diesel,Manual,2nd Owner,2018,1197 cc,5 Seats
1780,Maruti Celerio X ZXI BSIV,4.25 Lakh,"35,000 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats
1781,Hyundai Grand i10 1.2 Kappa Sportz BSIV,5.25 Lakh,"19,400 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats
1782,Hyundai i20 1.2 Sportz,3.05 Lakh,"80,000 kms",Petrol,Manual,2nd Owner,2012,1353 cc,5 Seats
1783,Hyundai Grand i10 Magna,4.50 Lakh,"30,900 kms",Petrol,Manual,1st Owner,2015,2199 cc,7 Seats
1784,Kia Seltos GTX Plus DCT,17.50 Lakh,"30,000 kms",Petrol,Automatic,1st Owner,2021,1591 cc,5 Seats
1785,Hyundai Santa Fe 4x4 AT,13 Lakh,"77,000 kms",Diesel,Automatic,1st Owner,2013,1591 cc,5 Seats
1786,Hyundai Creta 1.6 SX,13.50 Lakh,"36,000 kms",Petrol,Manual,1st Owner,2018,1498 cc,5 Seats
1787,Hyundai Creta 1.6 SX Automatic,14.50 Lakh,"19,000 kms",Petrol,Automatic,1st Owner,2019,1395 cc,5 Seats
1788,Ford Ecosport 1.5 Diesel Titanium Plus BSIV,8.25 Lakh,"70,000 kms",Diesel,Manual,1st Owner,2017,1984 cc,5 Seats
1789,Skoda Octavia Ambition 1.4 TSI MT,12 Lakh,"85,000 kms",Petrol,Manual,1st Owner,2014,1968 cc,5 Seats
1790,Audi A4 2.0 TFSI,15 Lakh,"23,000 kms",Petrol,Automatic,1st Owner,2010,2982 cc,7 Seats
1791,Skoda Octavia Elegance 2.0 TDI AT,16 Lakh,"75,000 kms",Diesel,Automatic,1st Owner,2015,1798 cc,5 Seats
1792,Toyota Fortuner 4x4 AT,19.50 Lakh,"85,000 kms",Diesel,Automatic,1st Owner,2013,2494 cc,5 Seats
1793,Toyota Corolla Altis 1.8 J,7.75 Lakh,"50,000 kms",Petrol,Manual,1st Owner,2012,2982 cc,7 Seats
1794,Toyota Camry Hybrid,23 Lakh,"50,000 kms",Electric,Automatic,1st Owner,2015,1969 cc,7 Seats
1795,Toyota Fortuner 4x4 AT,25.50 Lakh,"60,000 kms",Diesel,Automatic,1st Owner,2016,1984 cc,5 Seats
1796,Volvo XC 90 D5 Inscription,65 Lakh,"60,000 kms",Diesel,Automatic,1st Owner,2018,2400 cc,5 Seats
1797,Volvo S60 D4 SUMMUM,22 Lakh,"36,000 kms",Diesel,Automatic,1st Owner,2015,2698 cc,5 Seats
1798,Volvo XC60 D5 Inscription,24 Lakh,"1,20,000 kms",Diesel,Automatic,1st Owner,2015,1968 cc,5 Seats
1799,Audi A6 2.7 TDI,13 Lakh,"70,000 kms",Diesel,Automatic,1st Owner,2010,1998 cc,4 Seats
1800,Audi Q3 2.0 TDI WCI,16 Lakh,"94,000 kms",Diesel,Automatic,2nd Owner,2013,2967 cc,7 Seats
1801,Mini 3 DOOR Cooper S,37.50 Lakh,"9,000 kms",Petrol,Automatic,1st Owner,2018,2967 cc,7 Seats
1802,Audi Q7 3.0 TDI quattro,23 Lakh,"1,35,000 kms",Diesel,Automatic,1st Owner,2013,1995 cc,5 Seats
1803,Audi Q7 45 TDI Quattro Premium Plus,58 Lakh,"70,000 kms",Diesel,Automatic,1st Owner,2018,1995 cc,5 Seats
1804,BMW 3 Series 320d,15 Lakh,"39,000 kms",Diesel,Automatic,1st Owner,2011,1995 cc,5 Seats
1805,BMW 3 Series 320d,16 Lakh,"50,000 kms",Diesel,Automatic,1st Owner,2012,2993 cc,5 Seats
1806,BMW 3 Series 320d Sport,45 Lakh,"8,000 kms",Diesel,Automatic,1st Owner,2020,2925 cc,5 Seats
1807,BMW X3 xDrive30d M Sport,40 Lakh,"50,000 kms",Diesel,Automatic,1st Owner,2016,1995 cc,5 Seats
1808,Mercedes-Benz S-Class S 350 d,1.30 Crore,"14,000 kms",Diesel,Automatic,1st Owner,2020,1199 cc,5 Seats
1809,BMW 5 Series 520d Luxury Line,46 Lakh,"40,000 kms",Diesel,Automatic,1st Owner,2018,1498 cc,5 Seats
1810,Volkswagen Polo Diesel Comfortline 1.2L,3.75 Lakh,"1,96,000 kms",Diesel,Manual,2nd Owner,2013,1497 cc,5 Seats
1811,Volkswagen Vento 1.5 TDI Highline Plus AT,8.50 Lakh,"95,000 kms",Diesel,Automatic,1st Owner,2018,1796 cc,5 Seats
1812,Tata Nexon 1.5 Revotorq XM,7.50 Lakh,"48,632 kms",Diesel,Manual,1st Owner,2018,1498 cc,5 Seats
1813,Mercedes-Benz C-Class 200 K AT,8 Lakh,"90,000 kms",Petrol,Automatic,2nd Owner,2008,2143 cc,5 Seats
1814,Volkswagen Vento 1.5 TDI Highline Plus AT,8.50 Lakh,"95,000 kms",Diesel,Automatic,1st Owner,2018,1950 cc,5 Seats
